URLLength,DomainLength,TLD_known,CharContinuationRate,LetterRatioInURL,SpacialCharRatioInURL,NoOfSubDomain,IsHTTPS,HasObfuscation,ObfuscationRatio,url_has_ip,url_has_shortener,url_suspicious_tld,url_dash_count,url_underscore_count,url_subdomain_count,url_path_depth,url_query_length,domain_entropy,domain_vowel_ratio,domain_digit_ratio,domain_has_brand_words,domain_consecutive_consonants,domain_typo_indicators,title_has_suspicious_words,title_has_numbers,title_word_count,title_char_count,title_exclamation_count,title_question_count,has_robots_txt,has_description,is_https,has_favicon,is_responsive,url_has_secure_words,url_has_banking_words,form_complexity,external_resource_ratio,suspicious_score,label
457,35,1,0.024070021881838075,0.6849015317286652,0.0437636761487965,1,1,1,0.05908096280087528,0,1,0,13,3,2,5,365,4.071581588126283,0.2857142857142857,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
42,18,1,0.11904761904761904,0.8333333333333334,0.023809523809523808,1,1,1,0.16666666666666666,0,0,0,0,0,2,1,0,3.4193819456463714,0.16666666666666666,0.0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
181,12,1,0.40331491712707185,0.39779005524861877,0.3756906077348066,0,0,1,0.44751381215469616,0,0,0,2,0,3,7,0,3.418295834054489,0.3333333333333333,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
62,17,1,0.0967741935483871,0.7741935483870968,0.0967741935483871,1,0,1,0.20967741935483872,0,0,0,1,0,2,2,17,3.3371753411230776,0.17647058823529413,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,25,1,0.09836065573770492,0.8360655737704918,0.01639344262295082,1,1,1,0.13114754098360656,0,0,0,2,0,1,3,0,3.7638561897747236,0.24,0.0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40,19,1,0.05,0.775,0.025,1,1,1,0.2,0,0,0,1,0,1,3,0,3.7216117239699007,0.3684210526315789,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
127,26,0,0.05511811023622047,0.6535433070866141,0.015748031496062992,1,1,1,0.06299212598425197,0,0,0,7,1,1,3,0,3.609496334425696,0.34615384615384615,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
38,16,0,0.10526315789473684,0.7894736842105263,0.02631578947368421,1,1,1,0.21052631578947367,0,0,0,0,0,2,2,0,3.452819531114783,0.25,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
55,19,1,0.10909090909090909,0.8,0.01818181818181818,1,1,1,0.10909090909090909,0,0,0,4,0,1,1,0,3.326360407952693,0.3684210526315789,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
111,18,1,0.04504504504504504,0.7387387387387387,0.009009009009009009,0,0,1,0.08108108108108109,0,0,0,11,0,0,5,0,3.6835423624332306,0.3888888888888889,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,19,0,0.03508771929824561,0.6842105263157895,0.017543859649122806,1,1,1,0.14035087719298245,0,0,0,1,0,1,3,0,3.5766176449086653,0.21052631578947367,0.0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
135,25,1,0.08148148148148149,0.6074074074074074,0.007407407407407408,1,1,1,0.06666666666666667,0,0,0,3,0,2,3,0,3.673269689515108,0.28,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
42,26,1,0.07142857142857142,0.7619047619047619,0.023809523809523808,1,1,1,0.14285714285714285,0,0,0,1,0,1,1,0,3.686419411348773,0.3076923076923077,0.11538461538461539,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
34,25,1,0.11764705882352941,0.7647058823529411,0.029411764705882353,2,1,0,0.20588235294117646,0,0,0,1,0,2,1,0,3.6430741894285688,0.28,0.0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
41,15,1,0.0975609756097561,0.8048780487804879,0.024390243902439025,1,1,1,0.1951219512195122,0,0,0,0,0,1,3,0,3.32323142879762,0.26666666666666666,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
46,37,1,0.10869565217391304,0.7608695652173914,0.021739130434782608,1,1,1,0.13043478260869565,0,0,0,2,0,1,1,0,4.152171866202904,0.35135135135135137,0.08108108108108109,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
49,25,0,0.08163265306122448,0.8163265306122449,0.02040816326530612,2,0,1,0.1836734693877551,0,0,0,0,0,2,3,0,3.7034651896016464,0.28,0.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,16,1,0.1111111111111111,0.8518518518518519,0.018518518518518517,1,1,1,0.12962962962962962,0,0,0,1,0,1,2,0,3.327819531114783,0.1875,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
57,6,0,0.07017543859649122,0.8070175438596491,0.05263157894736842,0,0,1,0.17543859649122806,0,0,0,0,0,2,2,15,2.2516291673878226,0.3333333333333333,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,16,1,0.0851063829787234,0.8085106382978723,0.02127659574468085,1,1,1,0.14893617021276595,0,0,0,2,0,2,1,0,3.0,0.25,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51,31,0,0.0784313725490196,0.6470588235294118,0.0196078431372549,1,0,1,0.13725490196078433,0,0,0,1,0,2,1,0,4.413716068381603,0.22580645161290322,0.3225806451612903,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,12,1,0.08333333333333333,0.7916666666666666,0.041666666666666664,1,1,1,0.16666666666666666,0,0,0,1,1,2,2,0,2.8553885422075336,0.3333333333333333,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64,19,1,0.078125,0.8125,0.015625,1,1,1,0.125,0,0,0,2,0,1,3,0,3.787143960698138,0.21052631578947367,0.10526315789473684,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
76,20,1,0.07894736842105263,0.8157894736842105,0.05263157894736842,0,0,1,0.18421052631578946,0,0,0,0,0,2,5,13,3.5219280948873624,0.25,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,24,1,0.13513513513513514,0.8108108108108109,0.02702702702702703,2,1,0,0.1891891891891892,0,0,0,0,0,2,1,0,3.4387218755408675,0.2916666666666667,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
41,20,1,0.0975609756097561,0.8292682926829268,0.024390243902439025,1,1,1,0.17073170731707318,0,0,0,0,0,2,1,0,3.4464393446710155,0.2,0.0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
34,20,0,0.14705882352941177,0.7647058823529411,0.029411764705882353,1,1,1,0.20588235294117646,0,0,1,1,0,1,2,0,3.5841837197791886,0.3,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
38,29,1,0.05263157894736842,0.7631578947368421,0.02631578947368421,1,1,1,0.15789473684210525,0,0,0,1,0,1,1,0,4.21126073643228,0.3448275862068966,0.06896551724137931,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
30,21,1,0.13333333333333333,0.8,0.03333333333333333,1,1,1,0.2,0,0,0,0,0,1,1,0,3.880179922675737,0.2857142857142857,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
45,19,1,0.08888888888888889,0.8444444444444444,0.022222222222222223,1,1,1,0.13333333333333333,0,0,0,1,0,1,1,0,3.3263604079526936,0.2631578947368421,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
99,22,1,0.04040404040404041,0.8383838383838383,0.020202020202020204,1,0,1,0.1414141414141414,0,0,0,1,1,1,9,0,3.788754913993502,0.22727272727272727,0.0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,18,1,0.08695652173913043,0.8260869565217391,0.021739130434782608,1,1,1,0.17391304347826086,0,0,0,0,0,1,3,0,3.350209029099897,0.2777777777777778,0.0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
68,18,1,0.07352941176470588,0.8382352941176471,0.014705882352941176,1,1,0,0.11764705882352941,0,0,0,3,0,1,3,0,3.350209029099897,0.2222222222222222,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
59,22,0,0.03389830508474576,0.8813559322033898,0.01694915254237288,0,1,1,0.11864406779661017,0,0,0,0,0,0,3,0,3.5160276412662306,0.36363636363636365,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
30,10,1,0.16666666666666666,0.7666666666666667,0.03333333333333333,1,1,1,0.2,0,0,0,1,0,1,1,0,2.446439344671015,0.1,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
43,21,1,0.09302325581395349,0.627906976744186,0.06976744186046512,1,1,1,0.18604651162790697,0,0,0,0,0,1,3,0,3.27280432733462,0.23809523809523808,0.0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
34,26,0,0.08823529411764706,0.7941176470588235,0.029411764705882353,2,0,1,0.20588235294117646,0,0,0,0,0,2,1,0,3.609496334425696,0.38461538461538464,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101,19,1,0.04950495049504951,0.8217821782178217,0.009900990099009901,0,1,1,0.12871287128712872,0,0,0,2,0,5,4,0,3.6163485660751626,0.3157894736842105,0.0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
62,21,1,0.06451612903225806,0.7903225806451613,0.016129032258064516,1,1,1,0.11290322580645161,0,0,0,3,0,1,2,0,3.4632805178108104,0.23809523809523808,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100,36,1,0.05,0.68,0.03,1,1,1,0.09,0,0,0,1,0,2,1,42,4.148955904159992,0.3611111111111111,0.1111111111111111,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
