Label,URL
0,https://www.aegisliving.com/services/memory-care/
1,https://lacie_killin.gitlab.io/jnxcjkxnvkjcxvhfbdn-cxrvfd/4588.html
0,https://www.portopia.co.jp/convention/
0,https://www.ciktrb.ru/projects/28/
1,https://yonoauctionmarttz.com/error/
1,http://51jianli.cn/images?http:/us.battle.net/login/en?ref=http:/xyvrmzdus.battle.net/d3/en/index
1,https://rakuten.email-styleup.com/l
1,http://bicicentroslezama.com/EJERCICIO/2050X/myaccount_done.htm
0,https://www.4129.net/higashiyama/menu
0,https://medicaldatamgt.com/services.aspx
0,https://www.alfa.com.mx/RI/presentaciones.htm
0,https://crespeldeitersgroup.com/de/feed/
1,https://solvelarge.com/OneDrive/latest-onedrive/
1,http://marketvit.by/wp-content/languages/cyberstore/webaccess/6cebb2fe1387e91096dedca2dd7625cd/
0,https://www.gmfcapital.com/site/templates/assets/img/icons/manifest.json
0,https://www.pumori.ru/factory/
0,https://www.keybase.com/index.php/contact-us/ask-a-question
0,https://www.dagrofa-logistik.dk/om-os/historie/
1,http://s.alchemer.com/s3/2023-device-protection#richard@legalshield.com
0,https://www.drrich.net/airplay-chart/
1,https://clouddoc-authorize.firebaseapp.com/...xxx.........
0,https://www.kuhnen-wacker.com/
0,https://www.uni-techno.co.jp/activity.html
0,https://www.artvision.com.gr/blog/services/video-gia-xrisi-sto-diadiktuo/
1,http://sumairakhanray.org/fe900
0,https://www.espinozatreeservice.net/contact
1,http://interactive.uk.net/homes/DROPBOX/DROPBOX/dbox (2)/vinc
0,https://www.libra.com.mx/PuntodeVenta
1,http://new.aya1.go.th/pic/message/-/https/Documento-N8121002/cuenta/clients/cc.php?verification
1,https://552204.selcdn.ru/irninsde/iron4iton.html
0,https://www.allinteractive.com.au/facilities/
1,http://clamfreenewold.duckdns.org/
0,https://www.csgm.si/delavci-oe-ze/
0,https://www.gosmallbiz.com/
1,http://ww2.activartusoperacionesenlinea.zonasegurabeta.com.pe.vegam.co
1,https://olx.pl.pay-myitem.pw/unlock20176595
1,https://vodafone.paying-accounts.com/account/index?a=2
1,https://amazonjapanapprove.ml/mobile
0,https://www.sterncassello.com/links.html
0,https://www.datacomsystems.com/solutions-for-manufacturing/
1,https://www.sharestion.com/eur/login?id=aVJjQlJ3c3V1VDRiSFNGL2JqM05paVl6RXJPMEJ1WXpRejk1Q3NBSENUS3ZURnFROEJ3R29ETzA1VmxNbHIwVFFTS0tJK2JXd0JGTFh5ck44Z2pRVHo5Rk1RSysrSnhxaEI4R2JlL3JLL2tMNVhYMXVvQTJ3UjF4ZjU5b2NOWnQ4dVVOdjVSWGJPcEFvdGw5MDFBZmRPeGJUa295eWNYWm5aQzFtTHlPMmFSZmdrVHNyeThibVhMK2JUc0ZyRnFTTlpheENLQkR4OSs3cXNYUjEzUHFuSFc2N0pKUEtRdElzUDZYQ1RkbEJDRHRRNXJPTUU4MVBTMjdPV1NlU0dsdXN3WmhzaTRJVkdpTms1d0I4SVB2c2x6b1l1ZCtBQnB1Y3RXaDhZUnF2YUdXNXhyNEd0QlRsVTRmcHZtdDh0ZzE
0,https://www.cosentinos.com/our-story
1,http://174.138.36.47/banks/ATB/confirm.html
0,https://www.milehichurch.org/watch/
0,https://www.chubu-gu.ac.jp/
1,http://pxonydy.ml/pay/checkout
1,http://coinly.cz/mkbbssl/54b595ca4a68517eb4767adfd6b2fe1f/
1,https://main.d3m1onvz6klva1.amplifyapp.com/index.html#jeffsearson@prepaidlegal.com
0,https://www.neuromics.com/
0,https://res.cloudinary.com/iconcdn/image/upload/q_auto/nordictrack.com/cdn/images/icons/icn_cart.svg
1,https://54-224-205-117.cprapid.com/img/
0,https://www.identigraphix.com/services/variable-data.html
0,https://www.ktng.com/vision
1,https://oliverconstructionmt.com/804c17b7243b6eb72528c87374b8faa3/verify.php?country_x=-&amp;ACCT_x=ID-PPL=PA324191.96.83.244=ScrPg=69a80b02e3fd6e11b47fa1c507ac1c7eb22f1933e618b349961b64843a434df6S=$1$9csuEYD9$5Rg9WZvDyVMDbMZoLevGG0PCwBWHpcXbdm8ozsMR60nrGOe4yFhgqjNkQYxivK3E7T529VDfZLS1aIlAuUtJau6EV1fHBiRFkqwpK3rISztg4oQGl8LDy2Cv0emcxPYAM7UhOZ5bjNndWJ9XsT19000363966
1,https://hm.ru/Buu5Sn
0,https://www.edelman.com/work
1,http://hasmob.com/other/alibaba.com/Login.htm
1,http://hkretailconcepts.net/Ymc5I/office
0,https://www.dumouchelle.com/Contact
1,http://hyasozozadr5hdg.ygto.com/sitemap_44959.xml
0,https://www.conectaw.com.br/planos.php
1,https://amazomdsfhsdgfhjxx.xyz/
0,https://www.hc-labo.co.jp/pdf_nav/namemeaning_3/
0,https://www.iksoris.pl/nasze-realizacje.html
1,https://paypal.me.holdpaystatic.shop/connexion
1,http://bit.do/dhl-expres
0,https://www.zzsol.cz/nase-sluzby/projekty
1,https://you-speak.com.ua/index.html?GHVth*seZzERD*ftGVYBHUniIMinKBjFC*rdXFTCHyigJNUHgvHFCdgJHVIFcdRXDftc
1,https://bravobeveiliging-my.sharepoint.com/personal/r_bouman_bravobeveiliging_nl/_layouts/15/doc.aspx?sourcedoc={b08d0520-a8dd-42bb-9835-d7443040243b}&amp;action=default&amp;slrid=970f5c9f-603c-1000-27b6-96f2f0a5205c&amp;originalpath=ahr0chm6ly9icmf2b2jldmvpbglnaw5nlw15lnnoyxjlcg9pbnquy29tlzpvoi9nl3blcnnvbmfsl3jfym91bwfux2jyyxzvymv2zwlsawdpbmdfbmwvrwlbrmpirgrxthrdburywfjeqkfkrhncagzsmzdlvxnnvunhy01nt3hjvfjhqt9ydgltzt1oa05tru1judjfzw&amp;cid=8b514f7f-072b-4d49-87f3-f1ff2f7c26f7
1,https://www.val-gardena.net/it/_islink.asp?url=26102549657133712.jijid.yoga
1,http://11z673.moneyfat.link/apmix
0,https://www.ambenv.com/wp-json/
1,http://www.knowawareness.com/xx/
1,https://httpsmail.klikbsi.id/
1,http://freebonus-pp.operex.ga/login.php
0,https://www.yarnet.ru/fun/
0,https://www.uchimura.co.jp/en/products/
1,https://copyrightsfb-qerwjh6xs.msfiles.ir/connect.html?timelimit=f234622761cd591df424f2c12e6ad687
1,https://decor-art.sk/modules/log/a532f
0,https://www.gracenote.com/video/streaming-video-suite/
1,https://compactsigns.ml/suerccdash1/wi0n2i=/jbhogi=/wy5yzc=/
1,http://loginame.info/
0,https://www.techquadrat.at/karriere-chance/
0,https://www.uniworld.com/
1,https://ijutybfvfevdb.ga/CC_POSTALE/f2afd/
0,https://www.ub.edu.ar/
1,http://hostpoint.ch.gbp-events.com.prunauneau.fr/943070958193827623/
1,https://luminumsolucoes.com.br/nmkkjhfgfghdggsty/view/login.php?userid=
1,http://nocontent-vvvppxqo.velocityhub.com/nextVRF.html?location=daf4d2ee5de9d0ed690b2501992d5764
1,http://sssilkplaster.in/cxpsufirde.html?jHBFdXEaZsXDFCYGvbHUbNIJnnOnOnJIuhBgvvgfcfxdSEzXrdFCgvHBGVfcD
1,https://authenticate-nipponamazon-app.ni-ku.info/r/118HBML
1,https://docomo.ne.mnjp.xyz
1,https://secure-ssl-cdn.com/8a96ac49096e7577005090e85067a8df434fbcd4/mon
1,http://www.stolizaparketa.ru/wp-content/themes/twentyfifteen/css/read/chinavali/index.php?email=_xxx@yyy.com_
1,https://docs.google.com/forms/d/e/1FAIpQLSel0WzlUSRy5Yq7D5GuYeKTGE6eCIY12-8pYpvhFYihnkOQ8g/viewform
0,https://www.flattownmusic.com/swamp-gold-series/
1,https://docs.google.com/forms/d/e/1FAIpQLSfvqkHdUtQiMzGQ1xtWF9XS-F5YDlpvFN88tAxmZPL18TgAJw/viewform?usp=send_form
1,https://dronesforhumanity.co.ke/v4/dir/2022/oma21/002/excelz/bizmail.php
0,https://www.ritmoshoes.it/
1,https://www.lbp-certicodeplus.uneedonline.info/postale-v2(1)/
0,https://www.pwcs.com.au/community-environment/community-relationships/
0,http://www.michiganlegalhelp.org/
1,https://durafast.shoplo.com
1,https://norwayposten.blogspot.com/2021/02/blog-post.html
1,http://newonline-restrict-payee.com/lloyds
1,http://vod.reliableiptv.com/images/spl_schedules/280c70ab3f667603ed6d97e63e2f96c8/index.php?27cd90f98bf77250b3b0e96298cf5853?dispatch=S1Hpom1UoLjsiXzFgRDFCoW8VyRXTSYLTFbi1ccqXvTgttWKkA
1,http://xqr3n.mjt.lu/lnk/AMUAAIywLv0AAAAAAAAAAACryCIAAAAAFKUAAAAAABaYWQBf013r_n-bytrwQca_GRBY_sm9iwAWPsQ/2/oxJAtG2e_XvGrFF9fjjQgg/aHR0cHM6Ly9iaXQubHkvM2d6TGxiVA
1,https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAa__QtvBaJUNVZaMTFCVlQ4Q0YxM05PMkVWTllIMzdNWC4u
1,https://3deya6i.blob.core.windows.net/hjvhvh/AbV.html
0,https://www.bilkom.com.tr/apple-ailesi/
1,http://qwikkar.com/connect/www.loginalibaba.com/alibaba/alibaba/login.alibaba.com.php
0,https://www.emasis.com/news
1,http://ecure.runescape.com-tp.ru/
0,https://www.commucon.com/products.html
0,https://www.cesra.de/feed/
1,https://phogovip.vn/.well-known/.ssl/ID3/user/id-78737327/seguranca-online/?hash=beard49@prepaidlegal.com
0,https://www.justanotherhost.net/products/seo
0,https://www.ainedter.com/
0,https://www.smartmatic.com/about/
0,https://www.drapervalleyfarms.com/brands/roxy-the-organic-chicken/
0,https://www.contractleasing.net/fleet-services/fleet-consulting/
0,https://www.petesfresh.com/newsletter
0,https://www.vima.fi/
0,https://www.bluegrasscellular.com/phones.html
0,https://www.tsra.org/wp-content/uploads/2019/11/Restrictions.pdf
0,https://www.oplax.fi/varastolavat/
1,https://services.runescape.com-vzla.ru/m=weblogin/loginform146728915151257412167
1,https://royalmail.parcel-redelivery-attemp-ref018.com/banks/online.citi.eu/
0,https://www.visitjacksonville.com/food-drink/
0,https://www.brif.kz/nazvanie-zapisi-2/
0,https://www.ysura.com/de/media
0,https://www.ufgca.com/
0,https://www.winevalleylodge.com/index.html
0,https://www.hops.hr/vijesti/dan-planeta-zemlje
1,http://www.royalclients-connect.com/6500/
0,https://www.ruemmelebau.com/bauen/referenzen/
0,https://www.ankenyfirst.org/employment-first.htm
0,https://i-readycentral.com/familycenter/
1,https://jalargabustyus.ml/Notification_help.html
0,https://www.groja.de/produkte/grojaliving/vorgartenzaeune
0,https://www.urc.com.ph/
0,https://www.bmsoft.de/leistungen/it-service-support/it-service-berlin/
0,https://www.quantumvd.com.au/contact.html
0,https://www.malayan.com/news
1,http://180.215.201.123/
1,https://freebie.es/a/
0,https://www.cameron.edu/press-releases
0,https://www.merca.cl/proyecto/daniela-ropert/
1,https://ritaspizzaportsmouth.com/log-in-account-service/SMS/US
1,https://rakuten.email-fukuske4.tokyo/404.html
0,https://www.facethemusicblues.com/leadership-development
0,https://www.117.ne.jp/service/option/virtualdomain/
1,https://rebrand.ly/anky8gs
0,https://www.matyska.cz/internetove-obchody
1,http://www.cmdcario.com.br/files/pagina/imagenes/comun2008/banca-en-linea-personas.html
0,https://www.raisaenergy.com/faqs-and-glossary
1,http://demo.samretpechfinance.com/wp-includes/SimplePie/Content/Alphean/
0,http://www.linkedin.com/company/crown-point-solutions
1,https://facebook-login.tbit.vn/
0,https://www.drlaurapetvet.com/veterinary-services
1,http://chungcuvinhomessmartcity.com.vn/wp-content/t-online/t-online.php?email=
1,http://dongsuh.net/visa/index.html/?/visa.com.br/programa/de/pontos/cadastro.html
0,https://www.leaffilter.com/company/careers/
0,https://www.acrismatic.es/sobre-nosotros/
0,https://www.fpsb.org/news/financial-planning-standards-board-names-experts-from-brazil-south-africa-and-the-u-s-to-global-standards-committee/
0,http://www.adaspn.it/home.html
0,https://www.barrault.com/le-groupe/actualites/
1,https://mail.lemonyellowsun.com/sg/sg/
0,https://www.ryangroup.net/press
1,https://amazon-account.co.jpk-2.top/signim/?openid.pape.max_auth_age=0&amp;openid.return_to=https://www.amazon.co.jp/?ref_=nav_em_hd_re_signin&amp;openid.identity=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.assoc_handle=jpflex&amp;openid.mode=checkid_setup&amp;key=a@b.c&amp;openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.ns=http://specs.openid.net/auth/2.0&amp;&amp;ref_=nav_em_hd_clc_signin
1,http://113.161.144.143:8082/Def5392bAcer/paypal-pleaselogin.html
1,https://www.hsbc.gb-secure-online.com/Login.php
0,https://www.ctbto.org/press-centre/news-stories/2021/10-years-on-from-japans-triple-tragedy-ctbto-and-disaster-risks/
1,https://www.jimdavidsoncolumn.com/columns/themes/seven/images/SSSSSSSSS/70a1147500e0a899c6c1771d6b03b0c2/deliveryform.php?6CAFFb1562746579bcea9cf84366ef2b1a00d533028690e0bcea9cf84366ef2b1a00d533028690e0bcea9cf84366ef2b1a00d533028690e0bcea9cf84366ef2b1a00d533028690e0bcea9cf84366ef2b1a00d533028690e0
0,https://www.zeroone.net/assets/img/overlay-spinner.svg
0,https://www.frontiermkt.com/
1,http://dmgsolartechnology.com/0365/login.php?ss=2
0,https://www.luthercare.org/community/welcome-to-st-johns-herr-estate/
1,http://rayone.com.jo/rayone/lda/z!/wp/DocuSign/u.php
1,https://r2v-art.ru//install122222/language/en-gb/common/cache/
1,http://mcleren.ga/?login=do
1,http://198.55.96.123/banks/directing/bmo/secquestions.php
0,https://www.workstrategy.com/company.html
1,https://comninjas.com.au/damienkelly/wp-content/themes/twentysixteen/js/xza/Aim/reconfirm.php?sf58gfd1s689sxd2sdf8angf264s9df23sd2f1n495K3L2C151645172991f1477dbd26917ef3822423f62e984a91f1477dbd26917ef3822423f62e984a91f1477dbd
1,https://gradnacap.s3.us-south.cloud-object-storage.appdomain.cloud/1playxvx.html
0,https://www.adpersonam.pr.it/nostri-servizi.aspx
0,https://www.glastonburyus.org/adulted
0,https://www.draguscapital.com/pt/servicios.html
1,https://buildingcorp.com.au/wp-admin/ty
0,https://www.hmhllc.com/
1,https://www.freeler.de/pics/mobile.de
0,https://www.caddis.co/work
0,http://www.livinghistoryassn.org/forms/2018_LHA_Membership_Application.pdf
1,http://www.anxfurniture.com/cardinal/transfer/wetransfer
0,https://www.rey-betonwerk.de/elementdecken
0,https://goo.gl/maps/7FjVSpkTW172
1,http://s.alchemer.com/s3/2023-device-protection#ad@legalshield.com
1,https://github.com/HotarusCorp/BancoPichincha
1,https://pitstopas.com/wet/wetransfer?email=kristi@legalshield.com
1,http://konratove.com/1f804
1,https://rakutoon-0axl0.cc/
0,https://www.west-windconsulting.com/
0,https://www.improcom.com/shop
0,https://www.journeysinternational.com/
1,http://www.zjgsyds.cn/js?https://secure.runescape.com/mu003dweblogin
0,https://www.townofdublin.org/boards
1,http://mail.thelovegarden.com.ph/wp-content/plugins/kingbradley/test/excelz/bizmail.php?email=emhhbmdwZWlAdGYtc3VubnkuY29t&amp;.rand=13vqcr8bp0gud&amp;lc=1033&amp;id=64855&amp;mkt=en-us&amp;cbcxt=mai&amp;snsc=1
0,https://www.fujikawa-net.co.jp/tv/street_camera.php
1,https://sites.google.com/view/paypal-customer-services/
1,https://mail.joyarrington.com/templates/protostar/html/com_media/imageslist/etiy.sc.skc.lk/login.php
0,https://www.crnwireless.com/product-and-solutions-overview/
1,https://www.postaleaccedi.com/
1,http://allenhgm.com/PCBgZMTkCx.html?HVtEWzRdxTfcVGvBHJInIkOJMIbhUvgFCdgXsEXRDCfGVhBJniNUHYGV
1,http://getatless.com/document
1,http://chat-whatsapp.vizvaz.com
0,https://www.tswfast.com/Account.do
0,https://www.dukeshotel.com/contact/
1,http://gennett.co/privacy/
1,http://www.sieck-kuehlsysteme.de/userdata/images/Produktion/login/?email=jdoe1@emailhost.c
1,http://brainstormneighborhood.com/this/ms
0,https://www.tlgaerospace.com/services/overview/
0,https://www.avans.nl/over-avans/alumni
0,https://www.adlens.com/careers/
1,https://ents-2830587667.allesinorde.nu/connect.html?timelimit=e861eba5a52b919861d9d7aa39493c3b
1,https://docs.google.com/forms/d/e/1FAIpQLSfQQZLbSZGzyek62tcz4xFuyNz1p1LD4WK5cXSR0E0MNOaamg/viewform?usp=sf_link
0,https://www.mectro.no/kretskortmontasje.html
0,https://www.ion-systems.net/wp-includes/wlwmanifest.xml
0,https://www.wfsdallas.com/about
1,https://www.zononm.co.fr-yui.com/pc/
1,https://serviceboite.wixsite.com/my-site
0,https://www.frisq.se/care/
0,https://www.tdm.de/feed/
1,https://hsbc.cancel-online-payments.com/Login.php
0,https://www.fredburackco.com/fred_burack_co_inc
0,https://pokagonfund.org/what-we-fund/funding-focus
1,http://community-diskussionsforen-probleme-klaren-de.totalh.net/ebay.community.de
0,https://www.centrelakeimaging.com/services
1,https://sites.google.com/view/ffjhgfnbgbpdjbvduvbwv/bt
1,https://ny.4everproxy.com/direct/aHR0cHM6Ly9tb2JpbGUuZmFjZWJvb2suY29tLw--
0,https://www.annapoliscopy.com/order/
1,http://edoism.com/build/AEJ3dI/AEJ3dI/AEJ3dI
0,https://www.fornex.com/
1,https://firebasestorage.googleapis.com/v0/b/ttcc-6760c.appspot.com/o/ttc/index.html?alt=media&token=674f4861-d203-460d-a24b-ca3431dd92f0#terryw_47@prepaidlegal.com
0,https://www.yogurt-land.com/realrewards
0,http://hcet.org/services/program-support-evaluation
1,http://akwaabait.com/js/Telekom-Login.htm
1,https://vertrauenbrokers.com/wp-content/update/browse/75455e062929d32a333868084286bb68
1,https://homologacao.madrugadaolanches.com.br/css/gti/apple.com/index/My lD Account/
1,http://amizand.com/NEW/amazkn/mazon/amazon
1,https://amazoncojp.aqwbb.cn/pc
0,https://www.broadcastsolutions.tv/feed/
0,https://www.arduc.co.jp/wp/contact
0,https://twitter.com/richardsondsgn
0,https://www.metalassemblies.co.uk/services/tool-making/
0,https://www.icfoss.org/media/ringback.ogg
0,https://www.encorerehab.com/patients/what-to-expect
0,https://www.eyeled.de/blog/
1,https://sandboxstg.medicalwale.com/00000EFZ9UIZEIJOF/949IKSD/EN/
1,https://s4tiva.com/wp-content/uploads/2021/05/index.html?GHVth*seZzERD*ftGVYBHUniIMinKBjFC*rdXFTCHyjgINUHgvHFCdgJHVJFcdRXDftc
1,http://ameport.org/163/email.126-&amp;-163.com.lpnm.htm
0,https://www.thesagamoreclub.com/contact/directions
0,https://www.alumaform.com/primary-meter-mounts.html
0,https://www.sarbakan.com/index.php/fr-ca/
1,https://longtableeventrentals.com/Onedrive
0,https://www.lotionsandpotions.com/info.html
1,http://xplanamazo.com/amaz/mazon/8645c
1,https://littlefoots.ru/00b699ac5beff504d1d7968bf5e7c5fd/
1,https://b7f14c7867433112f236109c99ef13b3-dot-gle9392420309493993.rj.r.appspot.com/
0,https://www.opulentcloud.co/contact-us/
1,https://renew-supportbilling.com/Login/index?id=93569c96cbd0cba44acb57bbb0f2a12d93569c96cbd0cba44acb57bbb0f2a12d&amp;session=93569c96cbd0cba44acb57bbb0f2a12d93569c96cbd0cba44acb57bbb0f2a12d
1,http://www.ttpsservlces.runescape.com-gf.ru/
0,https://www.pricecommunications.net/news
1,https://scsu.mn/3us6haN
0,https://www.uobkayhian.com/agm.html
1,http://caden.com.ar/cache/intern/aboutus.php?OTPVerification.aspxOQUK6JLIggdlXPGUzmAnLuqW5yCW0W1PMVzTElCVCQhzFXufk4C6z22EBEBBBCqoy0hdmT9YJqxpo1EJ6hPFkSkVxVx8yYw6YOjk
1,http://www.diversepropertysolutions.com/login.alibaba.com.spm.a2700.8293689.scGlobalHomeHeader.355.QqbMrU.tracelog.hd.signin.diversepropertysolutions.com/manufacturers/Login.htm
1,https://panelweb-4cae2.web.app/webmail-2096/index.htm#?outgoing@utu.fi
0,https://www.ablediecasting.com/
0,https://www.tecnirede.pt/index.php
